SourceRow;Filename;CastPredDash;Blok1Raw;Blok1Decoded;Prefix;WorkerID;Blok2Raw;Blok2Decoded;TailRaw;TailDecoded;TrailingChar;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;TailTrailingChar
197;0F1E1I111A170H0H0I0H0I1S2R2V2E2N2K1U1V1W1U1V0--1E1I111A170R0I0I0H630T0;0F1E1I111A170H0H0I0H0I1S2R2V2E2N2K1U1V1W1U1V0;0F1E1I111A170H0H0I0H0I;.QUDMJ00101;.;QUDMJ00101;1S2R2V2E2N2K1U1V1W1U1V;_‚†u~{abcab;1E1I111A170R0I0I0H630T0;QUDMJ:110ú<;0;0F;1E;1I;11;1A;17;0H;0H;0I;0H;0I;1S;2R;2V;2E;2N;2K;1U;1V;1W;1U;1V;1E;1I;11;1A;17;0R;0I;0I;0H;63;0T;0
198;0F1N0K0H0H0H0H0H0I0H0I1S301X1U1V1U1V1U1V1U1V0--1N0K100I0I0H66150;0F1N0K0H0H0H0H0H0I0H0I1S301X1U1V1U1V1U1V1U1V0;0F1N0K0H0H0H0H0H0I0H0I;.Z300000101;.;Z300000101;1S301X1U1V1U1V1U1V1U1V;_‹dabababab;1N0K100I0I0H66150;Z3C110ýH;0;0F;1N;0K;0H;0H;0H;0H;0H;0I;0H;0I;1S;30;1X;1U;1V;1U;1V;1U;1V;1U;1V;1N;0K;10;0I;0I;0H;66;15;;;;0
199;0G0I17100H0H0H0H0I0H0I1U1W2L2E1V1W1V1W1X1V1W0--0I17102E0I0H0I652I;0G0I17100H0H0H0H0I0H0I1U1W2L2E1V1W1V1W1X1V1W0;0G0I17100H0H0H0H0I0H0I;/1JC0000101;/;1JC0000101;1U1W2L2E1V1W1V1W1X1V1W;ac|ubcbcdbc;0I17102E0I0H0I652I;1JCu101üy;0;0G;0I;17;10;0H;0H;0H;0H;0I;0H;0I;1U;1W;2L;2E;1V;1W;1V;1W;1X;1V;1W;0I;17;10;2E;0I;0H;0I;65;2I;;;
200;0G0I190Y0H0H0H0H0I0H0I1U1W2N2C1V1W1V1W1X1V1W0--0I190Y2E0I0H0I652I;0G0I190Y0H0H0H0H0I0H0I1U1W2N2C1V1W1V1W1X1V1W0;0G0I190Y0H0H0H0H0I0H0I;/1LA0000101;/;1LA0000101;1U1W2N2C1V1W1V1W1X1V1W;ac~sbcbcdbc;0I190Y2E0I0H0I652I;1LAu101üy;0;0G;0I;19;0Y;0H;0H;0H;0H;0I;0H;0I;1U;1W;2N;2C;1V;1W;1V;1W;1X;1V;1W;0I;19;0Y;2E;0I;0H;0I;65;2I;;;
201;0G0I1I0P0H0H0H0H0I0H0I1U1W2W231V1W1V1W1X1V1W0--0I1I0P2E0I0H0I652I;0G0I1I0P0H0H0H0H0I0H0I1U1W2W231V1W1V1W1X1V1W0;0G0I1I0P0H0H0H0H0I0H0I;/1U80000101;/;1U80000101;1U1W2W231V1W1V1W1X1V1W;ac‡jbcbcdbc;0I1I0P2E0I0H0I652I;1U8u101üy;0;0G;0I;1I;0P;0H;0H;0H;0H;0I;0H;0I;1U;1W;2W;23;1V;1W;1V;1W;1X;1V;1W;0I;1I;0P;2E;0I;0H;0I;65;2I;;;
202;0G0I1J0O0H0H0H0H0I0H0I1U1W2X221V1W1V1W1X1V1W0--0I1J0O2E0I0H0I652I;0G0I1J0O0H0H0H0H0I0H0I1U1W2X221V1W1V1W1X1V1W0;0G0I1J0O0H0H0H0H0I0H0I;/1V70000101;/;1V70000101;1U1W2X221V1W1V1W1X1V1W;acibcbcdbc;0I1J0O2E0I0H0I652I;1V7u101üy;0;0G;0I;1J;0O;0H;0H;0H;0H;0I;0H;0I;1U;1W;2X;22;1V;1W;1V;1W;1X;1V;1W;0I;1J;0O;2E;0I;0H;0I;65;2I;;;
203;0G0M1L0I0H0H0H0H0I0H0I1U202Z1W1V1W1V1W1X1V1W0--0M1L0I2E0I0H0I652I;0G0M1L0I0H0H0H0H0I0H0I1U202Z1W1V1W1V1W1X1V1W0;0G0M1L0I0H0H0H0H0I0H0I;/5X10000101;/;5X10000101;1U202Z1W1V1W1V1W1X1V1W;agŠcbcbcdbc;0M1L0I2E0I0H0I652I;5X1u101üy;0;0G;0M;1L;0I;0H;0H;0H;0H;0I;0H;0I;1U;20;2Z;1W;1V;1W;1V;1W;1X;1V;1W;0M;1L;0I;2E;0I;0H;0I;65;2I;;;
204;0G1B1E131G170H0H0I0H0I1U2P2S2H2U2L1V1W1X1V1W0--1B1E131G170S0I0H0I630U0;0G1B1E131G170H0H0I0H0I1U2P2S2H2U2L1V1W1X1V1W0;0G1B1E131G170H0H0I0H0I;/NQFSJ00101;/;NQFSJ00101;1U2P2S2H2U2L1V1W1X1V1W;a€x…|bcdbc;1B1E131G170S0I0H0I630U0;"NQFSJ;101ú=";0;0G;1B;1E;13;1G;17;0H;0H;0I;0H;0I;1U;2P;2S;2H;2U;2L;1V;1W;1X;1V;1W;1B;1E;13;1G;17;0S;0I;0H;0I;63;0U;0
205;0G1D151G1A170H0H0I0H0I1U2R2J2U2O2L1V1W1X1V1W0--1D151G1A170S0I0H0I630U0;0G1D151G1A170H0H0I0H0I1U2R2J2U2O2L1V1W1X1V1W0;0G1D151G1A170H0H0I0H0I;/PHSMJ00101;/;PHSMJ00101;1U2R2J2U2O2L1V1W1X1V1W;a‚z…|bcdbc;1D151G1A170S0I0H0I630U0;"PHSMJ;101ú=";0;0G;1D;15;1G;1A;17;0H;0H;0I;0H;0I;1U;2R;2J;2U;2O;2L;1V;1W;1X;1V;1W;1D;15;1G;1A;17;0S;0I;0H;0I;63;0U;0
206;0G1J1M0K1J170H0H0I0H0I1U2X301Y2X2L1V1W1X1V1W0--1J1M0K1J170S0I0H0I630U0;0G1J1M0K1J170H0H0I0H0I1U2X301Y2X2L1V1W1X1V1W0;0G1J1M0K1J170H0H0I0H0I;/VY3VJ00101;/;VY3VJ00101;1U2X301Y2X2L1V1W1X1V1W;a‹e|bcdbc;1J1M0K1J170S0I0H0I630U0;"VY3VJ;101ú=";0;0G;1J;1M;0K;1J;17;0H;0H;0I;0H;0I;1U;2X;30;1Y;2X;2L;1V;1W;1X;1V;1W;1J;1M;0K;1J;17;0S;0I;0H;0I;63;0U;0
207;0G1N0K1M1F170H0H0I0H0I1U311Y302T2L1V1W1X1V1W0--1N0K1M1F170S0I0H0I630U0;0G1N0K1M1F170H0H0I0H0I1U311Y302T2L1V1W1X1V1W0;0G1N0K1M1F170H0H0I0H0I;/Z3YRJ00101;/;Z3YRJ00101;1U311Y302T2L1V1W1X1V1W;aŚe‹„|bcdbc;1N0K1M1F170S0I0H0I630U0;"Z3YRJ;101ú=";0;0G;1N;0K;1M;1F;17;0H;0H;0I;0H;0I;1U;31;1Y;30;2T;2L;1V;1W;1X;1V;1W;1N;0K;1M;1F;17;0S;0I;0H;0I;63;0U;0
208;0H0I18100H0H0H0H0I0H0I1W1X2N2F1W1X1W1X1Y1W1X0--0I18102F0I0I0H652J;0H0I18100H0H0H0H0I0H0I1W1X2N2F1W1X1W1X1Y1W1X0;0H0I18100H0H0H0H0I0H0I;01KC0000101;0;1KC0000101;1W1X2N2F1W1X1W1X1Y1W1X;cd~vcdcdecd;0I18102F0I0I0H652J;1KCv110üz;0;0H;0I;18;10;0H;0H;0H;0H;0I;0H;0I;1W;1X;2N;2F;1W;1X;1W;1X;1Y;1W;1X;0I;18;10;2F;0I;0I;0H;65;2J;;;
209;0H0I1A0Y0H0H0H0H0I0H0I1W1X2P2D1W1X1W1X1Y1W1X0--0I1A0Y2F0I0I0H652J;0H0I1A0Y0H0H0H0H0I0H0I1W1X2P2D1W1X1W1X1Y1W1X0;0H0I1A0Y0H0H0H0H0I0H0I;01MA0000101;0;1MA0000101;1W1X2P2D1W1X1W1X1Y1W1X;cd€tcdcdecd;0I1A0Y2F0I0I0H652J;1MAv110üz;0;0H;0I;1A;0Y;0H;0H;0H;0H;0I;0H;0I;1W;1X;2P;2D;1W;1X;1W;1X;1Y;1W;1X;0I;1A;0Y;2F;0I;0I;0H;65;2J;;;
210;0H0I1J0P0H0H0H0H0I0H0I1W1X2Y241W1X1W1X1Y1W1X0--0I1J0P2F0I0I0H652J;0H0I1J0P0H0H0H0H0I0H0I1W1X2Y241W1X1W1X1Y1W1X0;0H0I1J0P0H0H0H0H0I0H0I;01V80000101;0;1V80000101;1W1X2Y241W1X1W1X1Y1W1X;cd‰kcdcdecd;0I1J0P2F0I0I0H652J;1V8v110üz;0;0H;0I;1J;0P;0H;0H;0H;0H;0I;0H;0I;1W;1X;2Y;24;1W;1X;1W;1X;1Y;1W;1X;0I;1J;0P;2F;0I;0I;0H;65;2J;;;
211;0H0I1L0N0H0H0H0H0I0H0I1W1X30221W1X1W1X1Y1W1X0--0I1L0N2F0I0I0H652J;0H0I1L0N0H0H0H0H0I0H0I1W1X30221W1X1W1X1Y1W1X0;0H0I1L0N0H0H0H0H0I0H0I;01X60000101;0;1X60000101;1W1X30221W1X1W1X1Y1W1X;cd‹icdcdecd;0I1L0N2F0I0I0H652J;1X6v110üz;0;0H;0I;1L;0N;0H;0H;0H;0H;0I;0H;0I;1W;1X;30;22;1W;1X;1W;1X;1Y;1W;1X;0I;1L;0N;2F;0I;0I;0H;65;2J;;;
212;0H0I1M0M0H0H0H0H0I0H0I1W1X31211W1X1W1X1Y1W1X0--0I1M0M2F0I0I0H652J;0H0I1M0M0H0H0H0H0I0H0I1W1X31211W1X1W1X1Y1W1X0;0H0I1M0M0H0H0H0H0I0H0I;01Y50000101;0;1Y50000101;1W1X31211W1X1W1X1Y1W1X;cdŚhcdcdecd;0I1M0M2F0I0I0H652J;1Y5v110üz;0;0H;0I;1M;0M;0H;0H;0H;0H;0I;0H;0I;1W;1X;31;21;1W;1X;1W;1X;1Y;1W;1X;0I;1M;0M;2F;0I;0I;0H;65;2J;;;
213;0H0I1N0L0H0H0H0H0I0H0I1W1X32201W1X1W1X1Y1W1X0--0I1N0L2F0I0I0H652J;0H0I1N0L0H0H0H0H0I0H0I1W1X32201W1X1W1X1Y1W1X0;0H0I1N0L0H0H0H0H0I0H0I;01Z40000101;0;1Z40000101;1W1X32201W1X1W1X1Y1W1X;cdŤgcdcdecd;0I1N0L2F0I0I0H652J;1Z4v110üz;0;0H;0I;1N;0L;0H;0H;0H;0H;0I;0H;0I;1W;1X;32;20;1W;1X;1W;1X;1Y;1W;1X;0I;1N;0L;2F;0I;0I;0H;65;2J;;;
214;0H0J190Y0H0H0H0H0I0H0I1W1Y2O2D1W1X1W1X1Y1W1X0--0J190Y2F0I0I0H652J;0H0J190Y0H0H0H0H0I0H0I1W1Y2O2D1W1X1W1X1Y1W1X0;0H0J190Y0H0H0H0H0I0H0I;02LA0000101;0;2LA0000101;1W1Y2O2D1W1X1W1X1Y1W1X;cetcdcdecd;0J190Y2F0I0I0H652J;2LAv110üz;0;0H;0J;19;0Y;0H;0H;0H;0H;0I;0H;0I;1W;1Y;2O;2D;1W;1X;1W;1X;1Y;1W;1X;0J;19;0Y;2F;0I;0I;0H;65;2J;;;
215;0H0O1K0I0H0H0H0H0I0H0I1W232Z1X1W1X1W1X1Y1W1X0--0O1K0I2F0I0I0H652J;0H0O1K0I0H0H0H0H0I0H0I1W232Z1X1W1X1W1X1Y1W1X0;0H0O1K0I0H0H0H0H0I0H0I;07W10000101;0;7W10000101;1W232Z1X1W1X1W1X1Y1W1X;cjŠdcdcdecd;0O1K0I2F0I0I0H652J;7W1v110üz;0;0H;0O;1K;0I;0H;0H;0H;0H;0I;0H;0I;1W;23;2Z;1X;1W;1X;1W;1X;1Y;1W;1X;0O;1K;0I;2F;0I;0I;0H;65;2J;;;
216;0H1B131I1D170H0H0I0H0I1W2Q2I2X2S2M1W1X1Y1W1X0--1B131I1D170T0I0I0H630V0;0H1B131I1D170H0H0I0H0I1W2Q2I2X2S2M1W1X1Y1W1X0;0H1B131I1D170H0H0I0H0I;0NFUPJ00101;0;NFUPJ00101;1W2Q2I2X2S2M1W1X1Y1W1X;cy}cdecd;1B131I1D170T0I0I0H630V0;NFUPJ<110ú>;0;0H;1B;13;1I;1D;17;0H;0H;0I;0H;0I;1W;2Q;2I;2X;2S;2M;1W;1X;1Y;1W;1X;1B;13;1I;1D;17;0T;0I;0I;0H;63;0V;0
217;0H1C1D171D170H0H0I0H0I1W2R2S2M2S2M1W1X1Y1W1X0--1C1D171D170T0I0I0H630V0;0H1C1D171D170H0H0I0H0I1W2R2S2M2S2M1W1X1Y1W1X0;0H1C1D171D170H0H0I0H0I;0OPJPJ00101;0;OPJPJ00101;1W2R2S2M2S2M1W1X1Y1W1X;c‚}}cdecd;1C1D171D170T0I0I0H630V0;OPJPJ<110ú>;0;0H;1C;1D;17;1D;17;0H;0H;0I;0H;0I;1W;2R;2S;2M;2S;2M;1W;1X;1Y;1W;1X;1C;1D;17;1D;17;0T;0I;0I;0H;63;0V;0
218;0H1C1E131G170H0H0I0H0I1W2R2T2I2V2M1W1X1Y1W1X0--1C1E131G170T0I0I0H630V0;0H1C1E131G170H0H0I0H0I1W2R2T2I2V2M1W1X1Y1W1X0;0H1C1E131G170H0H0I0H0I;0OQFSJ00101;0;OQFSJ00101;1W2R2T2I2V2M1W1X1Y1W1X;c‚„y†}cdecd;1C1E131G170T0I0I0H630V0;OQFSJ<110ú>;0;0H;1C;1E;13;1G;17;0H;0H;0I;0H;0I;1W;2R;2T;2I;2V;2M;1W;1X;1Y;1W;1X;1C;1E;13;1G;17;0T;0I;0I;0H;63;0V;0
219;0H1E1H131B170H0H0I0H0I1W2T2W2I2Q2M1W1X1Y1W1X0--1E1H131B170T0I0I0H630V0;0H1E1H131B170H0H0I0H0I1W2T2W2I2Q2M1W1X1Y1W1X0;0H1E1H131B170H0H0I0H0I;0QTFNJ00101;0;QTFNJ00101;1W2T2W2I2Q2M1W1X1Y1W1X;c„‡y}cdecd;1E1H131B170T0I0I0H630V0;QTFNJ<110ú>;0;0H;1E;1H;13;1B;17;0H;0H;0I;0H;0I;1W;2T;2W;2I;2Q;2M;1W;1X;1Y;1W;1X;1E;1H;13;1B;17;0T;0I;0I;0H;63;0V;0
220;0H1J0Q0H0H0H0H0H0I0H0I1W2Y251W1X1W1X1W1X1W1X0--1J0Q120I0I0H66170;0H1J0Q0H0H0H0H0H0I0H0I1W2Y251W1X1W1X1W1X1W1X0;0H1J0Q0H0H0H0H0H0I0H0I;0V900000101;0;V900000101;1W2Y251W1X1W1X1W1X1W1X;c‰lcdcdcdcd;1J0Q120I0I0H66170;V9E110ýJ;0;0H;1J;0Q;0H;0H;0H;0H;0H;0I;0H;0I;1W;2Y;25;1W;1X;1W;1X;1W;1X;1W;1X;1J;0Q;12;0I;0I;0H;66;17;;;;0
221;0I0I19100H0H0H0H0I0H0I1Y1Z2P2G1X1Y1X1Y1Z1X1Y0--0I19102G0I0H0I652K;0I0I19100H0H0H0H0I0H0I1Y1Z2P2G1X1Y1X1Y1Z1X1Y0;0I0I19100H0H0H0H0I0H0I;11LC0000101;1;1LC0000101;1Y1Z2P2G1X1Y1X1Y1Z1X1Y;ef€wdedefde;0I19102G0I0H0I652K;1LCw101ü{;0;0I;0I;19;10;0H;0H;0H;0H;0I;0H;0I;1Y;1Z;2P;2G;1X;1Y;1X;1Y;1Z;1X;1Y;0I;19;10;2G;0I;0H;0I;65;2K;;;
222;0I0I1A0Z0H0H0H0H0I0H0I1Y1Z2Q2F1X1Y1X1Y1Z1X1Y0--0I1A0Z2G0I0H0I652K;0I0I1A0Z0H0H0H0H0I0H0I1Y1Z2Q2F1X1Y1X1Y1Z1X1Y0;0I0I1A0Z0H0H0H0H0I0H0I;11MB0000101;1;1MB0000101;1Y1Z2Q2F1X1Y1X1Y1Z1X1Y;efvdedefde;0I1A0Z2G0I0H0I652K;1MBw101ü{;0;0I;0I;1A;0Z;0H;0H;0H;0H;0I;0H;0I;1Y;1Z;2Q;2F;1X;1Y;1X;1Y;1Z;1X;1Y;0I;1A;0Z;2G;0I;0H;0I;65;2K;;;
223;0I0I1K0P0H0H0H0H0I0H0I1Y1Z30251X1Y1X1Y1Z1X1Y0--0I1K0P2G0I0H0I652K;0I0I1K0P0H0H0H0H0I0H0I1Y1Z30251X1Y1X1Y1Z1X1Y0;0I0I1K0P0H0H0H0H0I0H0I;11W80000101;1;1W80000101;1Y1Z30251X1Y1X1Y1Z1X1Y;ef‹ldedefde;0I1K0P2G0I0H0I652K;1W8w101ü{;0;0I;0I;1K;0P;0H;0H;0H;0H;0I;0H;0I;1Y;1Z;30;25;1X;1Y;1X;1Y;1Z;1X;1Y;0I;1K;0P;2G;0I;0H;0I;65;2K;;;
224;0I0J1N0L0H0H0H0H0I0H0I1Y1Z33211X1Y1X1Y1Z1X1Y0--0J1N0L2G0I0H0I652K;0I0J1N0L0H0H0H0H0I0H0I1Y1Z33211X1Y1X1Y1Z1X1Y0;0I0J1N0L0H0H0H0H0I0H0I;12Z40000101;1;2Z40000101;1Y1Z33211X1Y1X1Y1Z1X1Y;efŽhdedefde;0J1N0L2G0I0H0I652K;2Z4w101ü{;0;0I;0J;1N;0L;0H;0H;0H;0H;0I;0H;0I;1Y;1Z;33;21;1X;1Y;1X;1Y;1Z;1X;1Y;0J;1N;0L;2G;0I;0H;0I;65;2K;;;
225;0I111F1E1G170H0H0I0H0I1Y2H2V2U2W2N1X1Y1Z1X1Y0--111F1E1G170U0I0H0I630W0;0I111F1E1G170H0H0I0H0I1Y2H2V2U2W2N1X1Y1Z1X1Y0;0I111F1E1G170H0H0I0H0I;1DRQSJ00101;1;DRQSJ00101;1Y2H2V2U2W2N1X1Y1Z1X1Y;ex†…‡~defde;111F1E1G170U0I0H0I630W0;DRQSJ=101ú?;0;0I;11;1F;1E;1G;17;0H;0H;0I;0H;0I;1Y;2H;2V;2U;2W;2N;1X;1Y;1Z;1X;1Y;11;1F;1E;1G;17;0U;0I;0H;0I;63;0W;0
226;0I1K0Q0H0H0H0H0H0I0H0I1Y30261X1Y1X1Y1X1Y1X1Y0--1K0Q130I0H0I66180;0I1K0Q0H0H0H0H0H0I0H0I1Y30261X1Y1X1Y1X1Y1X1Y0;0I1K0Q0H0H0H0H0H0I0H0I;1W900000101;1;W900000101;1Y30261X1Y1X1Y1X1Y1X1Y;e‹mdededede;1K0Q130I0H0I66180;W9F101ýK;0;0I;1K;0Q;0H;0H;0H;0H;0H;0I;0H;0I;1Y;30;26;1X;1Y;1X;1Y;1X;1Y;1X;1Y;1K;0Q;13;0I;0H;0I;66;18;;;;0
227;0J0I1A100H0H0H0H0I0H0I201Z2R2H1Y1Z1Y1Z201Y1Z0--0I1A102H0I0I0H652L;0J0I1A100H0H0H0H0I0H0I201Z2R2H1Y1Z1Y1Z201Y1Z0;0J0I1A100H0H0H0H0I0H0I;21MC0000101;2;1MC0000101;201Z2R2H1Y1Z1Y1Z201Y1Z;gf‚xefefgef;0I1A102H0I0I0H652L;1MCx110ü|;0;0J;0I;1A;10;0H;0H;0H;0H;0I;0H;0I;20;1Z;2R;2H;1Y;1Z;1Y;1Z;20;1Y;1Z;0I;1A;10;2H;0I;0I;0H;65;2L;;;
228;0J0I1B0Z0H0H0H0H0I0H0I201Z2S2G1Y1Z1Y1Z201Y1Z0--0I1B0Z2H0I0I0H652L;0J0I1B0Z0H0H0H0H0I0H0I201Z2S2G1Y1Z1Y1Z201Y1Z0;0J0I1B0Z0H0H0H0H0I0H0I;21NB0000101;2;1NB0000101;201Z2S2G1Y1Z1Y1Z201Y1Z;gfwefefgef;0I1B0Z2H0I0I0H652L;1NBx110ü|;0;0J;0I;1B;0Z;0H;0H;0H;0H;0I;0H;0I;20;1Z;2S;2G;1Y;1Z;1Y;1Z;20;1Y;1Z;0I;1B;0Z;2H;0I;0I;0H;65;2L;;;
229;0J0I1K0Q0H0H0H0H0I0H0I201Z31271Y1Z1Y1Z201Y1Z0--0I1K0Q2H0I0I0H652L;0J0I1K0Q0H0H0H0H0I0H0I201Z31271Y1Z1Y1Z201Y1Z0;0J0I1K0Q0H0H0H0H0I0H0I;21W90000101;2;1W90000101;201Z31271Y1Z1Y1Z201Y1Z;gfŚnefefgef;0I1K0Q2H0I0I0H652L;1W9x110ü|;0;0J;0I;1K;0Q;0H;0H;0H;0H;0I;0H;0I;20;1Z;31;27;1Y;1Z;1Y;1Z;20;1Y;1Z;0I;1K;0Q;2H;0I;0I;0H;65;2L;;;
230;0J0I1L0P0H0H0H0H0I0H0I201Z32261Y1Z1Y1Z201Y1Z0--0I1L0P2H0I0I0H652L;0J0I1L0P0H0H0H0H0I0H0I201Z32261Y1Z1Y1Z201Y1Z0;0J0I1L0P0H0H0H0H0I0H0I;21X80000101;2;1X80000101;201Z32261Y1Z1Y1Z201Y1Z;gfŤmefefgef;0I1L0P2H0I0I0H652L;1X8x110ü|;0;0J;0I;1L;0P;0H;0H;0H;0H;0I;0H;0I;20;1Z;32;26;1Y;1Z;1Y;1Z;20;1Y;1Z;0I;1L;0P;2H;0I;0I;0H;65;2L;;;
231;0J0J1K0P0H0H0H0H0I0H0I202131261Y1Z1Y1Z201Y1Z0--0J1K0P2H0I0I0H652L;0J0J1K0P0H0H0H0H0I0H0I202131261Y1Z1Y1Z201Y1Z0;0J0J1K0P0H0H0H0H0I0H0I;22W80000101;2;2W80000101;202131261Y1Z1Y1Z201Y1Z;ghŚmefefgef;0J1K0P2H0I0I0H652L;2W8x110ü|;0;0J;0J;1K;0P;0H;0H;0H;0H;0I;0H;0I;20;21;31;26;1Y;1Z;1Y;1Z;20;1Y;1Z;0J;1K;0P;2H;0I;0I;0H;65;2L;;;
232;0J0L1I0P0H0H0H0H0I0H0I20222Z261Y1Z1Y1Z201Y1Z0--0L1I0P2H0I0I0H652L;0J0L1I0P0H0H0H0H0I0H0I20222Z261Y1Z1Y1Z201Y1Z0;0J0L1I0P0H0H0H0H0I0H0I;24U80000101;2;4U80000101;20222Z261Y1Z1Y1Z201Y1Z;giŠmefefgef;0L1I0P2H0I0I0H652L;4U8x110ü|;0;0J;0L;1I;0P;0H;0H;0H;0H;0I;0H;0I;20;22;2Z;26;1Y;1Z;1Y;1Z;20;1Y;1Z;0L;1I;0P;2H;0I;0I;0H;65;2L;;;
233;0J181L181A170H0H0I0H0I202P322P2R2O1Y1Z201Y1Z0--181L181A170V0I0I0H630X0;0J181L181A170H0H0I0H0I202P322P2R2O1Y1Z201Y1Z0;0J181L181A170H0H0I0H0I;2KXKMJ00101;2;KXKMJ00101;202P322P2R2O1Y1Z201Y1Z;g€Ť€‚efgef;181L181A170V0I0I0H630X0;KXKMJ>110ú@;0;0J;18;1L;18;1A;17;0H;0H;0I;0H;0I;20;2P;32;2P;2R;2O;1Y;1Z;20;1Y;1Z;18;1L;18;1A;17;0V;0I;0I;0H;63;0X;0
234;0J1D1E181C170H0H0I0H0I202U2V2P2T2O1Y1Z201Y1Z0--1D1E181C170V0I0I0H630X0;0J1D1E181C170H0H0I0H0I202U2V2P2T2O1Y1Z201Y1Z0;0J1D1E181C170H0H0I0H0I;2PQKOJ00101;2;PQKOJ00101;202U2V2P2T2O1Y1Z201Y1Z;g…†€„efgef;1D1E181C170V0I0I0H630X0;PQKOJ>110ú@;0;0J;1D;1E;18;1C;17;0H;0H;0I;0H;0I;20;2U;2V;2P;2T;2O;1Y;1Z;20;1Y;1Z;1D;1E;18;1C;17;0V;0I;0I;0H;63;0X;0
235;0J1N1E0Z1B170H0H0I0H0I20342V2G2S2O1Y1Z201Y1Z0--1N1E0Z1B170V0I0I0H630X0;0J1N1E0Z1B170H0H0I0H0I20342V2G2S2O1Y1Z201Y1Z0;0J1N1E0Z1B170H0H0I0H0I;2ZQBNJ00101;2;ZQBNJ00101;20342V2G2S2O1Y1Z201Y1Z;gŹ†wefgef;1N1E0Z1B170V0I0I0H630X0;ZQBNJ>110ú@;0;0J;1N;1E;0Z;1B;17;0H;0H;0I;0H;0I;20;34;2V;2G;2S;2O;1Y;1Z;20;1Y;1Z;1N;1E;0Z;1B;17;0V;0I;0I;0H;63;0X;0
236;0K0I1B100H0H0H0H0I0H0I22202T2I1Z201Z20211Z200--0I1B102I0I0H0I652M;0K0I1B100H0H0H0H0I0H0I22202T2I1Z201Z20211Z200;0K0I1B100H0H0H0H0I0H0I;31NC0000101;3;1NC0000101;22202T2I1Z201Z20211Z20;ig„yfgfghfg;0I1B102I0I0H0I652M;1NCy101ü};0;0K;0I;1B;10;0H;0H;0H;0H;0I;0H;0I;22;20;2T;2I;1Z;20;1Z;20;21;1Z;20;0I;1B;10;2I;0I;0H;0I;65;2M;;;
237;0K0I1C0Z0H0H0H0H0I0H0I22202U2H1Z201Z20211Z200--0I1C0Z2I0I0H0I652M;0K0I1C0Z0H0H0H0H0I0H0I22202U2H1Z201Z20211Z200;0K0I1C0Z0H0H0H0H0I0H0I;31OB0000101;3;1OB0000101;22202U2H1Z201Z20211Z20;ig…xfgfghfg;0I1C0Z2I0I0H0I652M;1OBy101ü};0;0K;0I;1C;0Z;0H;0H;0H;0H;0I;0H;0I;22;20;2U;2H;1Z;20;1Z;20;21;1Z;20;0I;1C;0Z;2I;0I;0H;0I;65;2M;;;
238;0K0I1D0Y0H0H0H0H0I0H0I22202V2G1Z201Z20211Z200--0I1D0Y2I0I0H0I652M;0K0I1D0Y0H0H0H0H0I0H0I22202V2G1Z201Z20211Z200;0K0I1D0Y0H0H0H0H0I0H0I;31PA0000101;3;1PA0000101;22202V2G1Z201Z20211Z20;ig†wfgfghfg;0I1D0Y2I0I0H0I652M;1PAy101ü};0;0K;0I;1D;0Y;0H;0H;0H;0H;0I;0H;0I;22;20;2V;2G;1Z;20;1Z;20;21;1Z;20;0I;1D;0Y;2I;0I;0H;0I;65;2M;;;
239;0K0I1L0Q0H0H0H0H0I0H0I222033281Z201Z20211Z200--0I1L0Q2I0I0H0I652M;0K0I1L0Q0H0H0H0H0I0H0I222033281Z201Z20211Z200;0K0I1L0Q0H0H0H0H0I0H0I;31X90000101;3;1X90000101;222033281Z201Z20211Z20;igŽofgfghfg;0I1L0Q2I0I0H0I652M;1X9y101ü};0;0K;0I;1L;0Q;0H;0H;0H;0H;0I;0H;0I;22;20;33;28;1Z;20;1Z;20;21;1Z;20;0I;1L;0Q;2I;0I;0H;0I;65;2M;;;
240;0K0I1M0P0H0H0H0H0I0H0I222034271Z201Z20211Z200--0I1M0P2I0I0H0I652M;0K0I1M0P0H0H0H0H0I0H0I222034271Z201Z20211Z200;0K0I1M0P0H0H0H0H0I0H0I;31Y80000101;3;1Y80000101;222034271Z201Z20211Z20;igŹnfgfghfg;0I1M0P2I0I0H0I652M;1Y8y101ü};0;0K;0I;1M;0P;0H;0H;0H;0H;0I;0H;0I;22;20;34;27;1Z;20;1Z;20;21;1Z;20;0I;1M;0P;2I;0I;0H;0I;65;2M;;;
241;0K0J1B0Z0H0H0H0H0I0H0I22212T2H1Z201Z20211Z200--0J1B0Z2I0I0H0I652M;0K0J1B0Z0H0H0H0H0I0H0I22212T2H1Z201Z20211Z200;0K0J1B0Z0H0H0H0H0I0H0I;32NB0000101;3;2NB0000101;22212T2H1Z201Z20211Z20;ih„xfgfghfg;0J1B0Z2I0I0H0I652M;2NBy101ü};0;0K;0J;1B;0Z;0H;0H;0H;0H;0I;0H;0I;22;21;2T;2H;1Z;20;1Z;20;21;1Z;20;0J;1B;0Z;2I;0I;0H;0I;65;2M;;;
